ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
87,"Accepting more than 10 digits mobile number","mobile web-prod",Resolved,Medium,Minor,Usability,Sometimes,vikram1,"Varun Bhardwaj","User is allowed to put mobile number of more than 10 digits on address page","User should be restricted to put exact 10 digits mobile number","1. Go to checkout page; 2. Add/edit new address ; 3. Go to mobile field; 4. See user is able to put more than 10 digits on mobile field","Android Phone",,0,"08/08/2016 11:17:01 ","10/01/2017 14:38:39 "
88,"Filter on salon list","mobile web-prod",New,Medium,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user filters the results and again goes back to filter, the detailed drop down list of that particular filter type which user had applied is not visible, only the filter which he had applied is visible
","If user has applied a particular filter, sees the result and again comes back to filter, he should be able to see all the filters","1. Go to salon list page; 2. Filter; 3. Go to brand  filter >> select lakme salon; 4. See the results and come back to filter and go to brand filter; 5. See user is able to see only 'lakme salon"",  all others are not shown","Android Phone",,0,"08/08/2016 11:37:33 ","22/08/2016 19:32:33 "
89,"Screen is getting switch from one tab another tab automatically.","mobile web-prod",New,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","If user has touched frequently on various tabs on product detail page, the tabs keep switching continuously for infinite time.","Tabs shouldnt keep switching from one another continuously","1. Go to product detail page; 2. Click on reviews tab, questions tab, overview tab very frequently for 4-5 times; 3. See tabs start moving here there","Android Phone",,0,"08/08/2016 11:40:57 ","22/08/2016 19:32:33 "
90,"When user applies filter, count is not coming.","mobile web-prod",New,Medium,Minor,Visual,Always,vikram1,"Varun Bhardwaj","If user has selected 3 filters, the counter should be shown on ""filter"" on list page","Counter should be shown on ""filter"" on list page","1. Go to list page; 2. Go to filter and apply 2-3 filters; 3. Come back to list page; 4. See filter count is not  shown on filter label","Android Phone",,0,"08/08/2016 12:11:58 ","22/08/2016 19:32:33 "
91,"All items are sold out on list page","mobile web-prod",New,Low,Major,Functional,Sometimes,vikram1,"Varun Bhardwaj","If user has applied a filter which results in a list page products where all the products are OOS, then image is shown on top as ""No items found"" but there are items in the list but all the items are out of stock

Now this is happening irrespective of having oos products
","Image of  'no items found'  shouldnt be shown if all the items in the list are OOS","1. Click on HAIR menu; 2. Again click on 'view all' of HAIR; 3. Go filter >>  brands >> select 'aloe veda'  ; 4. Click 'apply'; 5. See all the items are OOS but image of 'no items found' is shown on top","Android Phone",,0,"08/08/2016 12:24:53 ","22/08/2016 19:32:33 "
92,"For cod under 699 amount with cod amount is not displayled on button PAY","mobile web-prod",New,Critical,Critical,Visual,Always,vikram1,"Varun Bhardwaj","If user is placing order below 699, then on COD label of PAY button, 25 rupees  amount is shown added on actual amount of order -- refer the screenshot","Amount should be shown with adding 25 rupees on COD label of PAY button","1. Add products  below 699 to cart; 2. Go to checkout payment button >> Go to  cod button; 3. See only actual amount is shown there, 25 rupees amount is not added","Android Phone",,0,"08/08/2016 12:34:21 ","05/10/2016 11:30:32 "
94,"Mobile no text field is missing in'Notify Me' pop up for 'Sold out' products.","mobile web-prod",New,Medium,Minor,Functional,Always,"Nikhil Teredesai",prachi,"Desktop ;http://screencast.com/t/iAhI6VIwsbd

Mobile web : http://screencast.com/t/X5m5cYukF",,,,,0,"10/08/2016 10:15:12 ","10/08/2016 10:15:12 "
95,"Sold out products being displayed in between","mobile web-prod",Closed,Medium,Major,Visual,Always,vikram1,"Varun Bhardwaj","Out of stock products are being shown in between the instock products on the product list page
","All the sold out products should be displayed at the bottom of the page","1. Go to any product list page; 2. Try scrolling down; 3. See sold out products are shown in between the instock products","Android Tablet",,0,"16/08/2016 05:54:38 ","05/10/2016 12:59:08 "
96,"Product detail page : details tab issues[uber content]","mobile web-prod",New,Medium,Minor,Visual,Always,vikram1,"Varun Bhardwaj","1: Nothing is displayed on ""additional information"" tab  for ""New Nivea Whitening Smooth Skin Roll On (50 ml)"" and ""Nivea Body Smooth Milk (200 ml)"" 

2: Content is overlapping  on uber for"" D'free Overnight Anti Dandruff Lotion (100 ml)"" [refer the screenshot]

3: Page is distorting for ""Stay Quirky Nail Polish Satin Effect Sunny Side Up 736"" product when user is scrolling horizontally in ""additional information"" tab [refer the screenshot]

","1: The html which is available on desktop site for this product on uber content, should be shown on mobile site as well

2: Content shouldn't overlap on one another

3: The tab header should remain as it is and only the html  should be movable so that user can see the whole html",,"Android Phone",,0,"16/08/2016 06:53:28 ","16/08/2016 07:36:15 "
97,"""About Brand"" tab is missing for all Vichy products","mobile web-prod",New,Low,Minor,Visual,Always,vikram1,kmehta,"""About Brand"" section is present on product detail page on desktop site for Vichy products, this section is missing on mobile site","About brand tab should be visible","1. Go to ""http://purplle.com/product/vichy-normaderm-night-chrono-active-anti-imperfection-care-30-ml-"" link on desktop site; 2. See for ""about brand""; 3. See this section is missing in mobile site","Android Phone",,0,"16/08/2016 07:33:41 ","17/10/2016 12:57:26 "
100,"If user is trying to update the review and providing only the ratings stars, previous review vanishes","mobile web-prod",Closed,Low,Minor,Functional,Always,vikram1,"Varun Bhardwaj","Suppose user has given review and ratings, now he wants to change the ratings for that product and only provides ratings, in this course of action the previous review is getting vanished","If user is updating only ratings, the previous review should remain as it is","1. Give review for a product; 2. Now again click on write a review and provide only ratings; 3. See the previous review gets disappeared","Android Phone",,0,"16/08/2016 09:15:31 ","05/10/2016 13:04:55 "
102,"Notifying message is not getting disappeared. it stays on the screen for longer time.","mobile web-prod","Not a Bug",Low,Minor,Functional,Always,vikram1,"Varun Bhardwaj","When user clicks on ""notify me"" button for any OOS product, a message comes, there is not button on this message where user can click to disappear the message or the message should get disappeared automatically","There should be a button  provided on this message where user can click to disappear the message or the message should get disappeared automatically","1. Go to any OOS product's detail page; 2. Click on notify me button; 3. See message comes on screen which sticks to the screen","Android Phone",,1,"16/08/2016 09:29:32 ","03/01/2017 06:51:38 "
111,"User image from review should be clickable and should redirect user to reviewer's profile.","mobile web-prod",Resolved,Medium,Minor,Functional,Always,"Nikhil Teredesai",kmehta,"User image from review should be clickable and should redirect user to reviewer's profile.

http://screencast.com/t/3iWif0oeFqN7",,,,,2,"17/08/2016 11:07:01 ","06/09/2016 06:21:11 "
115,"Birthday and email popup is not appearing on mobile site","mobile web-prod",New,Medium,Minor,Functional,Always,vikram1,"Varun Bhardwaj","For guest user, Email popup isnt appearing and for Logged in user, Birthday popup isnt appearing","For guest user, Email popup should appear and for Logged in user, Birthday popup should appear","1. Go to purplle.com as a guest user; 2. Check if email popup comes or not; 3. Now login and check if bithday popup is appearing or not","Android Phone",,0,"19/08/2016 06:33:14 ","19/08/2016 06:33:14 "
137,"Blank page is shown for curated page","mobile web-prod","Not a Bug",High,Major,Visual,Always,vikram1,kmehta,"NO data is show for curated pages.

Refer the screenshot","Data should be shown as per the desktop site on curated pages","1. Go  to megamenu > makeup > purplle style guides; 2. Click on 'The Ultimate Nail Polish Guide; 3. See no data is shown, same is occuring for 'Lipsticks For That Perfect Pout' link; 4. Please compare the same url on desktop site","Android Phone",,1,"23/08/2016 06:31:08 ","23/08/2016 06:45:19 "
141,"Showing 1 % off for 'auravedic lip butter with....'","mobile web-prod",New,Medium,Minor,Visual,Always,vikram1,kmehta,"For ""Auravedic Lip Butter with Pomegranate & Rasberry (8 g)"" product, 1%  discount is shown","If discount is less than 5 percent, its not supposed to be shown on site","1. Search for "" Auravedic Lip Butter with Pomegranate & Rasberry (8 g)""; 2. See 1 % discount is shown","Android Phone",,0,"23/08/2016 11:21:19 ","23/08/2016 11:21:19 "
142,"Email is not coming prefilled in forgot password","mobile web-prod",Closed,Low,Minor,Functional,Always,vikram1,kmehta,"If user has failed to login, and clicks on forget password button, email id should get prefilled","If clicked on forget password button, email id should get prefilled if user has already tried doing login ","1. Go to login page and try doing login with incorrect password; 2. Click on forget password; 3. See email id is not coming prefilled","Android Phone",,0,"23/08/2016 11:29:48 ","18/05/2017 06:49:28 "
144,"10 reviews and 5 questions should be visible on product detail overview page","mobile web-prod",Feedback,High,Major,Visual,Always,vikram1,kmehta,"Even if there are more than 10 reviews and more than 5 questions, its not shown on overview tab of product detail page","On product detail page, on overview tab, 10 reviews and 5 quesetions should be shown if available","1. Go to product detail page of product having number of reviews; 2. See no reviews are being shown; 3. And less  than 5 questions are shown","Android Phone",,2,"23/08/2016 11:53:50 ","18/10/2016 05:35:36 "
146,"In edit profile, even if entering correct name, error is shown as 'incorrect name'","mobile web-prod",New,Medium,Minor,Functional,Always,vikram1,kmehta,"While editing user's profile, even if entering correct name, its throwing error as 'incorrect name' after clicking on update button","Profile should get updated after clicking on update button","1. Go to profile > edit profile; 2. Edit name/mobile number; 3. Click on update button; 4. See the error is shown","Android Phone",,0,"23/08/2016 12:25:37 ","23/08/2016 12:25:37 "
150,"Wallet amount is not reflecting back after unsuccessful transaction","mobile web-prod",Closed,Critical,Critical,Functional,Always,vikram1,,"If user is doing partial payment[partial by wallet and rest by prepaid], in case of unsuccessful transaction, wallet amount is not reverting back to user's account.","After unsuccessful transaction, wallet amount should revert back to user's account","1. Place an order partially with wallet and partially with card; 2. But put wrong card credentials; 3. transaction would be unsuccessful; 4. Check the wallet amount after 15 minutes; 5. See the amount has not reverted back","Android Phone",,0,"26/08/2016 12:01:15 ","12/09/2017 12:11:13 "
152,"tab is not working in reset password form","mobile web-prod","Not a Bug",Medium,Major,,Always,"Nirali Thakkar","Varun Bhardwaj","tab is not working in reset password form","tab is working in reset password form","1. open website; 2. click on login; 3. click on forgot password link; 4. click on reset password from mail; 5. tab is not working in the reset password form","Windows PC Lenovo Generic/All Windows 8",,0,"26/08/2016 12:48:44 ","05/01/2017 06:09:46 "
204,"status is visible as just now instead of repective times. ","mobile web-prod",Resolved,Medium,Major,Functional,Always,archana,"Varun Bhardwaj","activity status is visible as ""just now"" for all activites.","Respective time should be visible","1. Open account page from profile page ",,,0,"06/09/2016 13:18:03 ","10/01/2017 14:22:07 "
205,"On the review pop up (after purchase), option to rate the product is missing on desktop. And user is not able to submit","mobile web-prod",Closed,Critical,Critical,Functional,Always,vikram1,"Varun Bhardwaj","The review popup which comes after 4-5 days of the product purchase, rating option is missing on this product and user is not able to submit the review as rating is missing","User should be able to rate the product and submit should work","1. Place an order; 2. Check the review popup which comes after 4-5 days of a product purchase","Windows PC",,0,"07/09/2016 05:34:17 ","12/09/2017 12:10:45 "
206,"In the accounts section every thing is  being shown as 'just now'","mobile web-prod","Not a Bug",High,Major,Functional,Always,vikram1,rupakshukla,"In profile account section, everything is shown as 'just now', please check the screenshot","Actual timing of that activity should be reflected","1. Click on profile button; 2. Check the timing of the activity which user has performed","Android Phone",,1,"07/09/2016 05:58:09 ","08/12/2016 07:50:17 "
235,"Highlights are not reflecting in profile if user has answered questions on write a review page","mobile web-prod","Not a Bug",Medium,Major,Functional,Always,vikram1,rupakshukla,"If user has answered questions on write a review page, those are not shown as highlights on profile page ","Highlights should be shown on profile page","1. Review  a product and answer the questions on write a review page; 2. Go to profile page >> feed; 3. See the product you have reviewed is shown in feed but highlights are not reflecting","Android Phone",,0,"08/09/2016 10:32:06 ","09/09/2016 10:27:22 "
254,"Image is missing for 'anti-aging' and 'tips for glowing skin' on discover page","mobile web-prod",Resolved,Medium,Minor,Visual,Always,vikram1,ashishlakra,"Image is not being displayed for 'anti-ageing' and 'tips for glowing skin'","Image should be shown ","1. Go to discover page; 2. Go to recommended; 3. See 'anti-aging' and 'tips for glowing skin'","Android Phone",,0,"15/09/2016 08:20:46 ","13/10/2016 07:25:37 "
255,"Back button on story hashtag list page after navigating from 'discover' page","mobile web-prod",Resolved,High,Major,Functional,Always,vikram1,ashishlakra,"When user navigates to a hashtag page of story list page from discover page, back button is not present on top left corner","Back button should be present on top left corner of the story list hashtag page","1. Go to discover page > recommended; 2. Click on 'nail art'; 3. See a story list page opens ; 4. Look at top left corner of this page ; 5. Back button is not present here","Android Phone",,0,"15/09/2016 09:03:25 ","13/01/2017 08:25:14 "
256,"Showing 'no stories found' for facials on discover page","mobile web-prod",Resolved,Medium,Major,Functional,Always,vikram1,ashishlakra,"On discover page, if user clicks on 'facial' image, no stories are getting displayed and message is shown as 'no stories found'","Please discuss with Smriti for the expected output for such situations where a particular hashtag doesnt have stories","1. Go to discover page; 2. Go to skin & body > facials","Android Phone",,0,"15/09/2016 09:09:19 ","13/10/2016 07:27:27 "
257,"Done back activity, first tab is opening even if user was on some other tab on discover page","mobile web-prod","Not a Bug",Low,Minor,Functional,Always,vikram1,ashishlakra,"On discover page, user is on some other tab except first one, and clicks on some item from that tab and clicks on back  button, first tab is opening","The tab from which user had navigated to the page should get opened if done back button ","1. Go to discover page and click on 3rd tab; 2. Click on any item from this tab; 3. Now click on back buton; 4. See first tab is opening","Android Phone",,0,"15/09/2016 09:11:55 ","08/11/2016 12:32:14 "
321,"Spelling corrections on live mobile site drawer menu, MY appointments  and setting corrections","mobile web-prod",Resolved,Low,Minor,Text,Always,vikram1,"Varun Bhardwaj","On drawer menu, 'MY Appointment' and 'setting' spellings need to be corrected","It should be ""My Appointments' and 'Settings'",,"Android Phone",,0,"27/09/2016 10:11:27 ","16/12/2016 10:21:19 "
410,"Shop for all eyeliner link is not present in mobile site. ","mobile web-prod",Closed,High,Major,Functional,Always,archana,"Jugal SA",,"shop for all eyeliner link should be present","1. Open Discover>> Makeup>> Best Eyeliner",,,1,"24/10/2016 13:27:20 ","01/12/2016 07:04:51 "
411,"Buy this collection/out of stock button should not be present if no products are present under story.","mobile web-prod",Closed,High,Major,Functional,Always,archana,ashishlakra,,"Buy this collection/out of stock button should not be present if no products are present under story.","1. Discover>>Evyeliner >>How to choose eyelinear",,,0,"24/10/2016 13:32:30 ","01/12/2016 07:19:22 "
412,"Desktop banners are visible in mobile site under offers.","mobile web-prod",Resolved,High,Major,Functional,Always,"Nikhil Teredesai","Varun Bhardwaj","Desktop banner are visible in mobile site. Ideally banner should be different i.e mobile site banners",,,,,0,"25/10/2016 09:50:48 ","16/12/2016 10:15:40 "
420,"beauty quiz winner is showing 404 error in mobile site","mobile web-prod",Resolved,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","beauty quiz winner page is showing 404 error in mobile site",,,"Windows PC Lenovo Generic/All Windows 8",,0,"26/10/2016 13:36:38 ","16/12/2016 10:13:30 "
421,"Unable to review product when user rate the salon and then tries to review it.","mobile web-prod",Resolved,Medium,Major,Functional,Always,archana,"Varun Bhardwaj","user getting error pop and unable to post review.

issue video : http://screencast.com/t/kJrt1cPtUol2","User should able to post review.","1. Open purplle testing salon chembur; 2. click on rate . Post it; 3. click on review and then submit","Android Phone",,0,"26/10/2016 13:37:43 ","16/12/2016 10:13:22 "
422,"create story is not working in mobile site","mobile web-prod",Resolved,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","create story is not working in mobile site. 404 bad request is coming",,,"Windows PC Lenovo Generic/All Windows 8",,0,"26/10/2016 13:41:30 ","16/12/2016 10:12:12 "
423,"Review, story  count is wrong under profile page. ","mobile web-prod",Resolved,High,Major,,Always,archana,"Varun Bhardwaj","Review, story  count is wrong under profile page. 
also recent time is just now for all activites",,"1. Login with darchana159@gmail.com password archus; 2. check profile page. ","Android Phone",,0,"26/10/2016 13:52:46 ","16/12/2016 10:12:00 "
488,"In skin care, perfume and other products are coming which are not related to skin.","mobile web-prod","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","In skin care, perfume and other products are coming which are not related to skin.

https://www.purplle.com/skin/face-treatment/fairness-creams

Note: In desktop the data is coming correct.
In mobile site and android app, the data is coming incorrect",,"1. open mobile site; 2. open drawer menu; 3. click on category skin; 4. shop  by concern -> fairness and glow","Windows PC Lenovo Generic/All Windows 8",,0,"16/11/2016 09:28:10 ","16/12/2016 10:09:01 "
499,"Title of category is overlapping with category image","mobile web-prod","Not a Bug",High,Major,,Always,archana,rupakshukla,"Issue link http://www.screencast.com/t/4o6zgl28fB",,"1. Open brand >> Lakme","Android Phone",,1,"21/11/2016 06:35:01 ","21/11/2016 09:16:15 "
500,"Shop the look is not present under brand page","mobile web-prod",Resolved,High,Major,,Always,archana,rupakshukla,,,"1. open brand page.",,,0,"21/11/2016 06:36:17 ","03/12/2016 09:48:45 "
571,"When non logged in user click on Write Review -- Log in page -- Back. User stuck in loop.","mobile web-prod",New,High,Major,Functional,Always,"Nikhil Teredesai",rupakshukla,,http://www.screencast.com/t/fMEHDxpo,"1. Select any product; 2. Click on Write Review; 3. User redirected to Log in screen; 4. Click on X. User will come to PD page; 5. Again click back, ; 6. User will be stuck in loop ",,,0,"17/12/2016 09:21:31 ","17/12/2016 09:21:31 "
572,"alignment issues in new thank you page","mobile web-prod",New,High,Major,Visual,Always,"Nirali Thakkar",salman61s,"1.header alignment not proper
2.coupon text alignent not proper

PFA screenshot of the same",,"1. open mobile site from android or ios device; 2. login; 3. add item in the cart; 4. perform order","iPhone Apple iPhone 6s Plus iOS 10.0","Thank you page",0,"19/12/2016 05:59:16 ","19/12/2016 06:01:37 "
573,"Profile image alignment is not proper in address page","mobile web-prod",Closed,High,Major,,Always,"Nirali Thakkar",salman61s,"Profile image alignment is not proper in address page",,"1. open mobile site; 2. login; 3. add item in the cart and proceed","iPhone Apple iPhone 6s Plus iOS 10.0",,0,"19/12/2016 06:01:59 ","12/09/2017 11:53:40 "
574,"In the checkout page, if user has to pay COD charges then it is not getting added in the UI","mobile web-prod",Closed,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"In the checkout page, if user has to pay COD charges then it is not getting added in the UI","The button ""Pay <<amount>>"" should show amount by adding COD charges same as android and IOS","1. open mobile site; 2. login; 3. add item in the cart < 699; 4. select address; 5. go to checkout page; 6. select COD option","iPhone Apple iPhone 6s Plus iOS 10.0",,2,"19/12/2016 06:13:24 ","18/05/2017 10:20:59 "
575,"when user after giving rating in new thank you page, refreshes the page or go back user is redirected to same page","mobile web-prod",Deferred,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"when user after giving rating in new thank you page, refreshes the page or go back user is redirected to same page","user should be redirected to shop homepage if rating is given after refreshing or user clicks on back","1. open mobile site; 2. login; 3. add item in the cart; 4. perform order using COD; 5. GIVE RATING; 6. refresh the page","iPhone Apple iPhone 6s Plus iOS 10.0","Thank you page",1,"19/12/2016 06:23:50 ","19/12/2016 09:17:38 "
576,"when logged in user has placed an order, in thank you page ""Your account has been created successfully is coming""","mobile web-prod",Closed,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"when logged in user has placed an order, in thank you page ""Your account has been created successfully is coming""",,"1. open mobile site; 2. login; 3. perform complete order","iPhone Apple iPhone 6s Plus iOS 10.0","Thank you page",0,"19/12/2016 06:38:30 ","12/09/2017 11:46:24 "
577,"if the guest user has performed checkout, in thank you page, click here to login button link is not working","mobile web-prod",Closed,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"if the guest user has performed checkout, in thank you page, click here to login button link is not working",,"1. open mobile site; 2. add item in the cart perform checkout as guest; 3. in thank you page click on click here to login","iPhone Apple iPhone 6s Plus iOS 10.0","Thank you page",0,"19/12/2016 06:46:47 ","12/09/2017 11:34:02 "
578,"Remove drawer menu from address page and checkout page","mobile web-prod",Closed,High,Major,Visual,Always,"Nirali Thakkar",kmehta,"Remove drawer menu from address page and checkout page. 

Note: Currently old drawer menu is coming",,,"iPhone Apple iPhone 6s Plus iOS 10.0",,2,"19/12/2016 06:57:38 ","12/09/2017 11:27:04 "
581,"Amount usable for Wallet and the deducted price is appearing ambiguous.","mobile web-prod",Closed,High,Major,"User input data",Always,"Nirali Thakkar",kmehta,"Amount usable for Wallet and the deducted price is appearing ambiguous.","Please ask design team to set new design for the wallet",,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"20/12/2016 05:46:14 ","18/05/2017 09:52:28 "
597,"Address issue on checkout page","mobile web-prod","Not a Bug",Critical,Major,Functional,Always,"Nikhil Teredesai",kmehta,"During the checkout process, at 'Add New address' when use clicks on removes button, all the addresses appearing on the page is removed and the screen is left blank.",,,,,0,"02/01/2017 13:18:47 ","04/10/2017 13:03:55 "
603,"the count of sellers is coming different in product details and seller details page","mobile web-prod",Resolved,High,Major,Functional,Always,"Nirali Thakkar",,"the count of sellers is coming different in product details and seller details page

Product name: Davidoff","if the count is shown as 3, then inside  3 sellers should be there instead of 2",,"Windows PC Lenovo Generic/All Windows 8",angular2,0,"06/01/2017 09:59:57 ","10/02/2017 07:38:47 "
634,"Purplle pick and New arrival widgets are not coming in mobile website","mobile web-prod",Closed,Critical,Critical,Functional,Always,"Nikhil Teredesai",kmehta,,,,,,0,"20/01/2017 13:43:23 ","12/09/2017 11:13:06 "
635,"When Our Price And MRP are same -Cart Page","mobile web-prod",Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When a non-discounted product is added to cart, two same prices  are being shown for such products.","When our price is same as MRP, we just need to show one price. On mobile two same price  are seen.","1. Add a non-discounted product i.e. having mrp price and our price same; 2. Go to cart; 3. See the screenshot",iPhone,,0,"21/01/2017 06:41:08 ","12/09/2017 11:12:08 "
636,"We can't show clickable cart icon on Checkout","mobile web-prod",Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","Cart icon is being shown clickable on checkout process itself","Cart icon should not be clickable on checkout page","1. Go to cart page; 2. See cart icon is clickable throughout the checkout process",iPhone,,0,"21/01/2017 06:47:00 ","12/09/2017 11:08:30 "
637,"Profile pic is empty ! Please get the icon removed all together or show the image if placeholder  exists.","mobile web-prod",Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","If user's profile image exists, please show that one or else remove the icon","If user's profile image exists, please show that one or else remove the icon","1. Go to checkout page; 2. See the screenshot",iPhone,,0,"21/01/2017 06:50:11 ","12/09/2017 10:56:45 "
638,"Purplle wallet and CoD appear selected at the same time","mobile web-prod",Closed,High,Critical,Functional,Always,vikram1,"Varun Bhardwaj","User is able to tick on purplle wallet and cod at the same time, cod shouldnt be allowed if user is using purplle wallet","Cod shouldnt be allowed if user is using purplle wallet.
As soon as the user selects COD, wallet should get deselected","1. Go to checkout page; 2. Tick purplle wallet; 3. NOw tick on cod; 4. See user is allowed to use cod even if ticked on purplle wallet",iPhone,,0,"21/01/2017 06:59:42 ","12/09/2017 10:56:33 "
640,"The win and lose pop up came at the end of the transaction on mobile. The pop is totally broken with no cancel button.","mobile web-prod",New,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","The win and lose pop up came at the end of the transaction on mobile.
The pop is totally broken with no cancel button.

It is coming at the end of transaction but this popup is intended for not logged in first time user","Popup is intended for not logged in first time user, and it shouldnt come at the end of the transaction. Also it should be displayed properly as per the design","1. Perform transaction; 2. See win/lose popup getting displayed at the end of the transaction with the broken page",iPhone,,0,"21/01/2017 07:13:27 ","21/01/2017 07:13:27 "
642,"Discount offers flag tag is not visible on products of view all page of home page's widgets","mobile web-prod",New,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","Discount coupon code of 'addl 10% use welcome17' is not visible on product list page which user has got by tapping on 'view all' button from home page's widgets","Discount  flag should be shown on product list page when user taps on view all page from homepage's widgets","1. Go to home  page; 2. Go to widgets; 3. Tap on view all button; 4. see discount flag is not visible","Android Phone",,0,"21/01/2017 10:03:44 ","21/01/2017 10:03:44 "
646,"User is able to see only 1 item on cancel order page","mobile web-prod",New,High,Major,Functional,Always,vikram1,kmehta,"When user has multiple different items in his order, while cancelling he is able to see only one item in the cancel order page","User should be able to see all of the items on cancel order page","1. Place an order with multiple different items; 2. Go to my orders page; 3. Go to order detail page; 4. Go to cancel order button and hit this button; 5. See only one item is shown on this cancel order page","Android Phone",,0,"30/01/2017 10:55:50 ","30/01/2017 10:57:29 "
647,"Brands are not appearing alphabetically","mobile web-prod",New,High,Major,Functional,Always,vikram1,kmehta,"On brands page, the brand names are not appearing in alphabetical order","Brand names should come in alphabetical order","1. Go to drawer menu; 2. Tap on brands","Android Phone",,0,"30/01/2017 11:57:02 ","30/01/2017 11:57:02 "
648,"Sort and filter options are visible to user on 'no items found' page","mobile web-prod",New,Medium,Minor,Functional,Always,vikram1,kmehta,"When user searches a non existing item or category, a page of 'no items found' is shown to user, but along with that, sort and filter options are also being shown to user","Sort and filter shouldnt be shown to user for 'no items found' page","1. GO to search; 2. type a non available entity i.e. item or category; 3. See sort and filter is shown despite of having no items on the page","Android Phone",,0,"30/01/2017 11:59:34 ","30/01/2017 11:59:35 "
649,"When user comes back to order history list page, the filter selection vanishes","mobile web-prod",New,Medium,Minor,Functional,Always,vikram1,kmehta,"If user has applied a filter on order history list page and hits back button from order detail page, the filter selection vanishes and user has to again select the filters","Filter should remain as it is when user navigates back to order history list page from order detail page","1. Go to order history list page; 2. Apply a 2015 filter; 3. Go to order detail page of any order; 4. Hit back button; 5. See user is now seeing orders of 2017 year. i.e. his filter selection has gone away","Android Phone",,0,"30/01/2017 12:28:53 ","30/01/2017 12:28:53 "
650,"User is not able to navigate back to previous page from pd page if he has tapped on ''view all 3 seller' link","mobile web-prod",New,High,Major,Functional,Always,vikram1,kmehta,"User is on product detail page and taps on '3 more sellers' link and sees this seller page, now he hits a cross button of this seller page and tries to navigate back to the prev page,  but he is getting stuck in seller page only","User should be able to navigate back to previous page if he has visited the seller page","1. Go to product detail page of 'L'oreal professional x-tenso care straight masque'; 2. Tap on 'View all 3 sellers'; 3. Now hit cross button; 4. Tap on back button which is at top left corner ; 5. See user is getting stuck at the seller page only""","Android Phone",,0,"30/01/2017 13:30:08 ","30/01/2017 13:30:08 "
651,"Even if there are more than 5 questions, 'read all 5 questions' sentence is shown for 'L'oreal professional x-tenso care....""","mobile web-prod",New,High,Major,Functional,Always,vikram1,kmehta,"Even if a product has more than 5 questions present, 'view all 5 questions' text is being shown on product details page for such products","Suppose x number of questions are present for a product, then Instead of '5' number, that 'x' number should be shown","1. Go to 'L'oreal professional x-tenso care straight masque' product; 2. Scroll down the page till the 'Customer Questions' section; 3. See a sentence 'read all 5 questions' is shown despite of having more than 5 questions present for this product","Android Phone",,0,"30/01/2017 13:59:46 ","30/01/2017 13:59:46 "
652,"Nothing is happening upon tapping on 'answers' button","mobile web-prod",New,Medium,Minor,Functional,Always,vikram1,kmehta,"For 'L'oreal professional x-tenso care straight masque' product, if user taps on '2 answers' button of a question,nothing happens, i.e.. the answer are not getting shown","The answers of such particular questions should be displayed upon tapping on this '2 answers' button","1. GO to 'L'oreal professional x-tenso care straight masque' product; 2. Scroll down the page till 'customer questions' section; 3. Go to the first question; 4. Tap on '2 answers''; 5. See nothing happens","Android Phone",,0,"30/01/2017 14:05:34 ","30/01/2017 14:05:35 "
653,"Sold out product is shown as 'sold out' in grid view, but are not shown as sold out in list view on find my fit page results","mobile web-prod",New,Medium,Minor,Functional,Always,vikram1,kmehta,"On find my fit page, after providing all the details, the results are shown to user, on this results page, user has two options one is list view and other is grid view, if there is any sold out products present, they are not being shown as sold out on list view, they are being shown as sold out in grid view.
NOTE: Same is in the thread pages also.","Sold out products should be displayed as sold out in list view also","1. Go to discover; 2. Go to recommended > foundation finder; 3. Go to find my fit page; 4. Provide the details and select the price range as below 200; 5. See the results; 6. Select as grid, see the last product is oos; 7. Now again select list view and see this last product i.e. akme-face-magic-dailywear-souffle-natural-marble-30-ml","Android Phone",,0,"31/01/2017 07:12:26 ","31/01/2017 07:38:28 "
